SYS_Obs,SYS_Time,SYS_Date,SYS_configName,SYS_configAuthor,USERDEF_remark,USERDEF_Bar_code,USERDEF,USERDEF_1,PORO_gsw,PORO_gbw,PORO_gtw,PORO_E_apparent,PORO_VPcham,PORO_VPref,PORO_VPleaf,PORO_VPDleaf,PORO_H2O_r,PORO_H2O_s,PORO_H2O_leaf,PORO_leaf_area,PORO_leaf_width,FLUORO_flashID,FLUORO_Fo,FLUORO_Fm,FLUORO_FvFm,FLUORO_Fs,FLUORO_Fm_1,FLUORO_PhiPS2,FLUORO_PS21,FLUORO_abs,FLUORO_ETR,FLUORO_TRANS,SENSOR_rh_s,SENSOR_rh_r,SENSOR_Tref,SENSOR_Tmeas,SENSOR_Tleaf,SENSOR_P_atm,SENSOR_flow,SENSOR_flow_s,SENSOR_leak_pct,SENSOR_Qamb,SENSOR_batt,LEAF_ANGLE_pitch,LEAF_ANGLE_roll,LEAF_ANGLE_heading,LEAF_ANGLE_angle_inc_leaf,LEAF_ANGLE_direct_pct,LEAF_ANGLE_slope_leaf,LEAF_ANGLE_az_leaf,LEAF_ANGLE_dec_solar,LEAF_ANGLE_az_solar,LEAF_ANGLE_zenith_solar,GPS_gps_time,GPS_gps_date,GPS_latitude,GPS_longitude,GPS_altitude,GPS_gps_sats,GPS_gps_HDOP,MATCH_match_time,MATCH_match_date,MATCH_rh_adj,MATCH_type,STABILITY_gsw1sec,STABILITY_gsw2sec,STABILITY_gsw4sec,STABILITY_flr1sec,STABILITY_flr2sec,STABILITY_flr4sec,P_CONFIG_auto,P_CONFIG_flow_set,P_CONFIG_gsw_limit,P_CONFIG_gsw_period,P_CONFIG_aw,P_CONFIG_Bla,P_CONFIG_Blb,P_CONFIG_Blc,P_CONFIG_Bld,P_CONFIG_Ble,P_CONFIG_chamber,FL_CONFIG_dark,FL_CONFIG_flash_type,FL_CONFIG_flash_intensity,FL_CONFIG_modrate,FL_CONFIG_flr_limit,FL_CONFIG_flr_period,FL_CONFIG_P1_dur,FL_CONFIG_P2_dur,FL_CONFIG_P3_dur,FL_CONFIG_P1_Fmax,FL_CONFIG_P2_ramp,FL_CONFIG_P2_slp,FL_CONFIG_P3_Fmax,FL_CONFIG_P3_Pred,FL_CONFIG_P3_DeltaF,SENSOR_V_v_humA,SENSOR_V_v_humB,SENSOR_V_v_flowIn,SENSOR_V_v_flowOut,SENSOR_V_v_temp,SENSOR_V_v_irt,SENSOR_V_v_pres,SENSOR_V_v_par,SENSOR_V_v_F,SENSOR_V_i_LED,USERCAL_b_rhr,USERCAL_m_rhr,USERCAL_span_rhr,USERCAL_b_rhs,USERCAL_m_rhs,USERCAL_span_rhs,USERCAL_z_flowIn,USERCAL_z_flowOut,USERCAL_z_quantum,USERCAL_z_flr,META_flashId,META_lciSerNum,META_lcpSerNum,META_lcfSerNum,META_lcrhSerNum,META_version,META_configUpdatedAt,SourceFile,SourceDateFromFile,SourceRow,PlantID,CleanTimestamp,MeasurementDate
4,11:07:14,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.055825,2.9161,0.054776,1.2132,3.3112,3.2789,5.3719,2.0607,33.6718,34.0037,55.1651,0.44179,7.5,PSF-00578_20260720110714_8f5,0,0,0,84.25462,247.7524,0.65992,0.5,0.8,131.207,1,57.68,57.12,35.29,34.1,34.1,97.38,156,154.5,1,497,4.007,-21,-39,356,,,,,,,,16:01:29,20-Jul-2026,39.2084,-96.5938,328.2,5,1.52,11:06:09,20-Jul-2026,-0.4,1,0.003,0.002,-9999,0.068,0.192,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4823,2.4686,1.642,0.92862,0.18181,-0.014295,0.32446,0.52197,84.2546,0.000288,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720110714_8f5,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,12,Pl1-R1-M2-H3-P10,20-Jul-2026 11:07:14,20-Jul-2026
1,11:09:37,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.076738,2.9147,0.07477,1.8707,3.3199,3.2701,5.6441,2.3241,33.5822,34.0945,57.9625,0.44179,7.5,PSF-00578_20260720110937_226,0,0,0,83.82976,258.9054,0.67622,0.5,0.8,190.4049,1,55.68,54.84,35.98,34.99,34.99,97.38,155.8,154.1,1.1,704,4.002,-19,-33,352,,,,,,,,16:03:52,20-Jul-2026,39.2084,-96.5938,334,6,1.44,11:09:23,20-Jul-2026,-0.32,1,0.002,0.002,0.012,-0.079,-0.128,-0.214,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4792,2.4659,1.6406,0.92772,0.17701,-0.011964,0.24471,0.69484,83.8298,0.00031,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720110937_226,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,13,Pl1-R1-M2-H3-P10,20-Jul-2026 11:09:37,20-Jul-2026
2,11:10:14,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.29295,2.9161,0.26621,6.7714,3.4169,3.2367,5.7765,2.3597,33.2436,35.0939,59.3296,0.44179,7.5,PSF-00578_20260720111014_e9e,0,0,0,114.9276,198.7724,0.42181,0.5,0.8,260.5318,1,56.82,53.82,36.14,35.41,35.41,97.36,156,154,1.3,1544,4.003,22,63,312,,,,,,,,16:04:29,20-Jul-2026,39.2084,-96.5938,333.3,7,1.28,11:09:23,20-Jul-2026,-0.32,1,-0.003,-0.003,0.024,5.572,-8.633,-5.691,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4779,2.4673,1.6419,0.92746,0.17596,-0.008745,0.25034,1.3969,114.9276,0.000311,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111014_e9e,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,14,Pl1-R1-M2-H3-P10,20-Jul-2026 11:10:14,20-Jul-2026
3,11:11:03,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.10574,2.9161,0.10204,2.4123,3.194,3.1296,5.3944,2.2004,32.1428,32.8035,55.4026,0.44179,7.5,PSF-00578_20260720111103_a1b,0,0,0,82.33308,270.8967,0.69607,0.5,0.8,54.6244,1,52.61,51.55,36.31,34.17,34.17,97.37,156,154,1.3,196,4.002,24,49,142,,,,,,,,16:05:18,20-Jul-2026,39.2084,-96.5937,333,8,1.21,11:09:23,20-Jul-2026,-0.32,1,-0.004,-0.003,-9999,0.091,0.356,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4749,2.4619,1.642,0.9273,0.17478,-0.02586,0.25656,0.27057,82.3331,0.000309,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111103_a1b,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,15,Pl1-R1-M2-H3-P10,20-Jul-2026 11:11:03,20-Jul-2026
4,11:11:33,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.16957,2.9176,0.16026,4.1031,3.2265,3.1172,5.6062,2.3797,32.0163,33.1384,57.5804,0.44179,7.5,PSF-00578_20260720111133_5db,0,0,0,87.05664,290.2519,0.70007,0.5,0.8,128.5751,1,52.88,51.09,36.4,34.86,34.86,97.36,156.2,154,1.4,459,4.001,3,-53,340,,,,,,,,16:05:48,20-Jul-2026,39.2084,-96.5938,334,7,1.26,11:09:23,20-Jul-2026,-0.32,1,0.003,0.003,-0.01,-0.138,-0.159,-0.259,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4743,2.4623,1.6435,0.9275,0.17417,-0.018584,0.2597,0.4903,87.0566,0.000295,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111133_5db,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,16,Pl1-R1-M2-H3-P10,20-Jul-2026 11:11:33,20-Jul-2026
5,11:11:55,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.33947,2.9178,0.30409,8.3908,3.2813,3.058,5.8421,2.5608,31.4071,33.7002,60.0004,0.44179,7.5,PSF-00578_20260720111155_e35,0,0,0,86.99155,142.5237,0.38963,0.5,0.8,278.4925,1,53.59,49.94,36.47,35.61,35.61,97.37,156.2,154.1,1.3,1787,4.001,-2,-67,167,,,,,,,,16:06:11,20-Jul-2026,39.2084,-96.5937,335.3,8,1.22,11:09:23,20-Jul-2026,-0.32,1,-0.001,-0.002,0.02,0.102,-0.384,-0.767,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4728,2.4631,1.6437,0.92764,0.17373,-0.010302,0.2619,1.5997,86.9915,0.000314,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111155_e35,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,17,Pl1-R1-M2-H3-P10,20-Jul-2026 11:11:55,20-Jul-2026
6,11:12:20,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.27972,2.9154,0.25523,5.9925,3.2008,3.041,5.386,2.1851,31.2337,32.8758,55.3191,0.44179,7.5,PSF-00578_20260720111220_9e6,0,0,0,94.35225,306.1338,0.69179,0.5,0.8,39.7638,1,52.1,49.49,36.53,34.14,34.14,97.36,155.9,154.3,1.1,144,3.993,-1,-71,1,,,,,,,,16:06:35,20-Jul-2026,39.2084,-96.5938,335.5,7,1.28,11:09:23,20-Jul-2026,-0.32,1,0,0.001,0.02,-0.104,-0.316,-0.562,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4723,2.4612,1.6413,0.92802,0.17332,-0.02888,0.26423,0.22671,94.3522,0.000315,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111220_9e6,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,18,Pl1-R1-M2-H3-P10,20-Jul-2026 11:12:20,20-Jul-2026
7,11:12:34,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.10177,2.9171,0.098335,2.5127,3.1283,3.0613,5.5059,2.3776,31.4406,32.1288,56.5479,0.44179,7.5,PSF-00578_20260720111234_3b2,0,0,0,86.19582,288.0453,0.70076,0.5,0.8,47.76,1,50.82,49.73,36.56,34.54,34.54,97.37,156.1,153.8,1.5,170,4,-7,-59,351,,,,,,,,16:06:49,20-Jul-2026,39.2084,-96.5938,335.4,8,1.22,11:09:23,20-Jul-2026,-0.32,1,0.003,0.001,-9999,0.05,0.341,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4725,2.4596,1.643,0.92683,0.17308,-0.02454,0.26544,0.24901,86.1958,0.000312,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111234_3b2,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,19,Pl1-R1-M2-H3-P10,20-Jul-2026 11:12:34,20-Jul-2026
8,11:12:58,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.29093,2.9159,0.26454,7.3551,3.2834,3.0874,5.8635,2.5801,31.7085,33.7213,60.2191,0.44179,7.5,PSF-00578_20260720111258_42a,0,0,0,90.66868,172.7185,0.47505,0.5,0.8,359.7097,1,53.15,49.97,36.63,35.68,35.68,97.37,156,154,1.3,1893,3.999,0,-43,267,,,,,,,,16:07:14,20-Jul-2026,39.2084,-96.5938,335.4,8,1.22,11:09:23,20-Jul-2026,-0.32,1,0,0.001,0.013,0.421,-0.138,-1.931,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4729,2.4626,1.6418,0.92726,0.17264,-0.011491,0.26764,1.6884,90.6687,0.000305,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111258_42a,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,20,Pl1-R1-M2-H3-P10,20-Jul-2026 11:12:58,20-Jul-2026
9,11:13:27,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.042469,2.9171,0.04186,1.111,3.2313,3.2017,5.6972,2.4658,32.8829,33.1869,58.5119,0.44179,7.5,PSF-00578_20260720111327_1b5,0,0,0,86.57849,288.3153,0.69971,0.5,0.8,42.1705,1,52.11,51.63,36.7,35.16,35.16,97.37,156.1,153.9,1.4,151,3.998,-11,38,0,,,,,,,,16:07:42,20-Jul-2026,39.2084,-96.5938,335.5,9,1.17,11:09:23,20-Jul-2026,-0.32,1,0,0,-9999,0.077,0.34,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.475,2.4612,1.643,0.9272,0.17218,-0.018718,0.27027,0.23254,86.5785,0.000317,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111327_1b5,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,21,Pl1-R1-M2-H3-P10,20-Jul-2026 11:13:27,20-Jul-2026
10,11:13:41,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.062666,2.9165,0.061348,1.5026,3.3244,3.2844,5.6001,2.2758,33.7296,34.1405,57.5119,0.44179,7.5,PSF-00578_20260720111341_43b,0,0,0,80.88541,244.591,0.6693,0.5,0.8,54.5759,1,53.52,52.88,36.73,34.85,34.85,97.37,156.1,153.9,1.4,204,3.997,-9,50,347,,,,,,,,16:07:57,20-Jul-2026,39.2084,-96.5938,335.2,9,1.17,11:09:23,20-Jul-2026,-0.32,1,0.004,0.001,-9999,0.05,0.018,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4766,2.463,1.6424,0.92719,0.17199,-0.022856,0.27146,0.27698,80.8854,0.000308,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111341_43b,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,22,Pl1-R1-M2-H3-P10,20-Jul-2026 11:13:41,20-Jul-2026
11,11:13:58,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.048499,2.9162,0.047705,1.2907,3.1708,3.1363,5.6856,2.5149,32.2082,32.5618,58.388,0.44179,7.5,PSF-00578_20260720111358_2ec,0,0,0,79.41699,262.4288,0.69738,0.5,0.8,30.7388,1,50.95,50.4,36.76,35.12,35.12,97.38,156,153.8,1.4,110,3.996,-23,42,358,,,,,,,,16:08:13,20-Jul-2026,39.2084,-96.5938,334.7,9,1.17,11:09:23,20-Jul-2026,-0.32,1,0.003,0.003,-9999,0.104,0.171,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4734,2.4598,1.6421,0.9268,0.17176,-0.019945,0.27294,0.19872,79.417,0.000309,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111358_2ec,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,23,Pl1-R1-M2-H3-P10,20-Jul-2026 11:13:58,20-Jul-2026
12,11:14:36,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.28393,2.9166,0.25874,7.8701,3.2105,3.0008,6.0317,2.8211,30.8186,32.9729,61.9464,0.44179,7.5,PSF-00578_20260720111436_ffa,0,0,0,95.06715,161.0559,0.40973,0.5,0.8,270.5081,1,51.33,47.98,36.85,36.19,36.19,97.37,156.1,153.9,1.4,1651,3.994,8,-65,133,,,,,,,,16:08:51,20-Jul-2026,39.2084,-96.5938,334,9,1.08,11:09:23,20-Jul-2026,-0.32,1,0,0,0.009,-0.183,-0.167,-1.267,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4702,2.4602,1.6425,0.92715,0.17114,-0.007967,0.2761,1.4858,95.0671,0.000282,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111436_ffa,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,24,Pl1-R1-M2-H3-P10,20-Jul-2026 11:14:36,20-Jul-2026
13,11:15:24,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.12038,2.9168,0.11561,3.1858,3.1515,3.0666,5.7125,2.561,31.4958,32.3682,58.6707,0.44179,7.5,PSF-00578_20260720111524_408,0,0,0,94.63227,297.2417,0.68163,0.5,0.8,48.4397,1,50.05,48.7,36.98,35.2,35.2,97.37,156.1,153.9,1.4,178,3.993,-22,-54,4,,,,,,,,16:09:35,20-Jul-2026,39.2084,-96.5938,334.1,9,1.08,11:09:23,20-Jul-2026,-0.32,1,0.002,0.002,0.013,-0.003,0.006,1.062,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4712,2.4586,1.6427,0.92707,0.17034,-0.021569,0.28019,0.25509,94.6323,0.000311,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111524_408,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,25,Pl1-R1-M2-H3-P10,20-Jul-2026 11:15:24,20-Jul-2026
14,11:15:37,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.0983,2.9167,0.095095,2.4728,3.181,3.115,5.599,2.4181,31.9887,32.6657,57.4973,0.44179,7.5,PSF-00578_20260720111537_fe2,0,0,0,83.30226,259.6947,0.67923,0.5,0.8,101.7638,1,50.44,49.39,37.01,34.84,34.84,97.38,156.1,154.1,1.3,375,3.983,-19,-47,357,,,,,,,,16:09:53,20-Jul-2026,39.2084,-96.5938,334,9,1.08,11:09:23,20-Jul-2026,-0.32,1,-0.001,-0.001,-9999,0.136,0.268,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.472,2.4591,1.6426,0.92755,0.17015,-0.026351,0.28122,0.41961,83.3023,0.000307,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111537_fe2,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,26,Pl1-R1-M2-H3-P10,20-Jul-2026 11:15:37,20-Jul-2026
15,11:15:57,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.19079,2.9165,0.17908,5.6658,3.2337,3.0827,6.1656,2.9319,31.661,33.2117,63.3236,0.44179,7.5,PSF-00578_20260720111557_620,0,0,0,97.23437,161.5802,0.39823,0.5,0.8,264.8048,1,51.16,48.77,37.05,36.59,36.59,97.37,156.1,153.9,1.4,1662,3.991,5,-71,139,,,,,,,,16:10:12,20-Jul-2026,39.2083,-96.5938,334.1,9,1.29,11:09:23,20-Jul-2026,-0.32,1,0.001,0.003,0.015,-0.226,-1.172,-3.842,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4712,2.46,1.6424,0.92724,0.16987,-0.005424,0.28258,1.4957,97.2344,0.0003,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111557_620,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,27,Pl1-R1-M2-H3-P10,20-Jul-2026 11:15:57,20-Jul-2026
16,11:16:28,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.14766,2.9174,0.14055,4.3707,3.2917,3.1754,6.1725,2.8808,32.6128,33.8074,63.394,0.44179,7.5,PSF-00578_20260720111628_b8c,0,0,0,102.0631,172.2965,0.40763,0.5,0.8,254.521,1,51.87,50.03,37.12,36.61,36.61,97.37,156.2,154,1.4,1561,3.991,7,-68,122,,,,,,,,16:10:43,20-Jul-2026,39.2083,-96.5938,334.8,9,1.29,11:09:23,20-Jul-2026,-0.32,1,-0.001,-0.001,-9999,-0.861,-3.505,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4728,2.4609,1.6433,0.92728,0.16939,-0.00608,0.28494,1.411,102.0631,0.000292,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111628_b8c,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,28,Pl1-R1-M2-H3-P10,20-Jul-2026 11:16:28,20-Jul-2026
17,11:16:42,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.13242,2.9164,0.12667,4.4264,3.168,3.0499,6.4031,3.2352,31.3243,32.5367,65.7632,0.44179,7.5,PSF-00578_20260720111642_265,0,0,0,105.0364,166.067,0.36751,0.5,0.8,241.0293,1,49.83,47.98,37.15,37.28,37.28,97.37,156,154,1.3,1640,3.991,5,-68,132,,,,,,,,16:10:57,20-Jul-2026,39.2084,-96.5937,335.6,8,1.35,11:09:23,20-Jul-2026,-0.32,1,0,0,-9999,-2.223,-2.082,-9999,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4702,2.4583,1.6422,0.92739,0.16919,0.001888,0.28591,1.4767,105.0364,0.000297,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111642_265,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,29,Pl1-R1-M2-H3-P10,20-Jul-2026 11:16:42,20-Jul-2026
18,11:16:55,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.31129,2.9171,0.28127,8.573,3.2904,3.0622,6.1149,2.8245,31.449,33.7928,62.8,0.44179,7.5,PSF-00578_20260720111655_d93,0,0,0,84.56183,137.9904,0.38719,0.5,0.8,281.8175,1,51.7,48.11,37.17,36.44,36.44,97.37,156.1,154,1.4,1820,3.985,-12,-65,228,,,,,,,,16:11:10,20-Jul-2026,39.2084,-96.5937,335.7,8,1.35,11:09:23,20-Jul-2026,-0.32,1,0.003,0.003,0.012,-0.215,0.051,0.457,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4703,2.4606,1.643,0.92735,0.16905,-0.008851,0.28675,1.6271,84.5618,0.000301,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111655_d93,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,30,Pl1-R1-M2-H3-P10,20-Jul-2026 11:16:55,20-Jul-2026
19,11:17:08,20-Jul-2026,Rain_out,Climate_model,,Pl1-R1-M2-H3-P10,,,0.35678,2.9168,0.31789,9.3526,3.428,3.1794,6.1518,2.7237,32.653,35.2068,63.1801,0.44179,7.5,PSF-00578_20260720111708_cee,0,0,0,87.73113,143.957,0.39057,0.5,0.8,295.3484,1,53.8,49.9,37.19,36.55,36.55,97.37,156.1,153.9,1.4,1890,3.99,-14,-58,242,,,,,,,,16:11:24,20-Jul-2026,39.2083,-96.5937,335.2,9,1.09,11:09:23,20-Jul-2026,-0.32,1,0.001,0.003,0.015,-0.338,-1.475,-3.158,1,150,0.005,2,0.058905,0,0.02923,0,0,-6.8e-05,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4727,2.4633,1.6427,0.92709,0.16892,-0.007729,0.28769,1.6863,87.7311,0.000313,2.3977,-3e-05,1,2.3839,-2.4e-05,1,0.60171,0.60051,0.10664,0,PSF-00578_20260720111708_cee,PFA-00612,PSA-00572,PSF-00578,RHS-0697,3.0.0,2026-06-15T15:17:51.144Z,DATA_DUMP_1785116825020_clean_2026-07-20.csv,20-Jul-2026,31,Pl1-R1-M2-H3-P10,20-Jul-2026 11:17:08,20-Jul-2026
